Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
The Next Three Days,PG-13,11/19/10,Romance,English,"$30,000,000.00 ","$67,448,651.00 ",133
After Porn Ends,R,5/21/12,Documentary,English,"$400,000.00 ",-,90
Underworld: Evolution,R,3/2/06,Fantasy,English,"$50,000,000.00 ","$111,476,513.00 ",106
Mama,PG-13,1/17/13,Horror,English,"$15,000,000.00 ","$146,497,771.00 ",100
Halloween,M18,10/25/18,Horror,English,"$10,000,000.00 ","$255,614,941.00 ",106
Forgotten,15,11/29/17,Thriller,Status,Original,"$9,900,000.00 ",108
Gintama 2: Rules Are Made To Be Broken,,11/8/18,Comedy,Status,Original,-,134
Goosebumps,PG,8/5/15,Adventure,English,"$58,000,000.00 ","$158,162,788.00 ",103
Love by Accident,12,3/16/20,Romance,English,-,-,
Species,R,7/7/95,Science Fiction,English,"$35,000,000.00 ","$113,374,103.00 ",108
Space Jam,PG,11/15/96,Family,English,"$80,000,000.00 ","$250,200,000.00 ",88
Godzilla: Final Wars,PG-13,12/4/04,Action,Status,Original,"$12,000,000.00 ",125
Facing the Giants,PG,9/29/06,Drama,English,"$100,000.00 ","$10,178,331.00 ",111
Casino,M18,3/14/96,Crime,English,"$52,000,000.00 ","$116,112,375.00 ",179
Coming to America,R,6/29/88,Comedy,English,"$39,000,000.00 ","$288,752,301.00 ",117
The Last Deal,R,2/7/23,Action,English,-,-,91
Justice League Dark: Apokolips War,R,5/5/20,Animation,English,-,-,90
Epic,PG,5/30/13,Animation,English,"$100,000,000.00 ","$268,426,634.00 ",102
L.O.L. Surprise! The Movie,G,10/8/21,Animation,English,-,-,
Courageous,PG-13,9/30/11,Drama,English,"$1,000,000.00 ","$34,522,221.00 ",129
The Last Samurai,R,5/7/13,Drama,English,"$140,000,000.00 ","$456,758,981.00 ",154
Deepwater Horizon,PG-13,9/29/16,Drama,English,"$110,000,000.00 ","$121,790,373.00 ",107
The Da Vinci Code,PG-13,5/18/06,Thriller,English,"$125,000,000.00 ","$767,820,459.00 ",149
Hard Target,R,8/20/93,Action,English,"$18,000,000.00 ","$74,189,677.00 ",97
The Whole Truth,M18,12/2/21,Drama,Released,Language,-,125
Planes: Fire & Rescue,PG,7/18/14,Animation,English,"$50,000,000.00 ","$151,165,787.00 ",83
One Flew Over the Cuckoo's Nest,R,11/19/75,Drama,English,"$3,000,000.00 ","$108,981,275.00 ",133
Step Up Revolution,PG-13,8/30/12,Music,English,"$33,000,000.00 ","$140,470,746.00 ",99
Under Her Control,16,4/29/22,Drama,Status,Original,-,109
Sublime,12,11/5/22,Drama,Spanish;,Budget,-,100
Upside-Down Magic,G,7/31/20,Fantasy,English,-,-,96
Dungeons & Dragons: Honor Among Thieves,13,3/30/23,Action,Language,Budget,-,134
Lights Out,PG-13,7/22/16,Horror,English,"$4,900,000.00 ","$148,868,835.00 ",81
The Texas Chain Saw Massacre,R,10/1/74,Horror,English,"$85,000.00 ","$30,900,000.00 ",83
Fences,PG-13,12/16/16,Drama,English,"$24,000,000.00 ","$64,414,761.00 ",139
CJ7,NR,1/30/08,Comedy,Released,Language,"$47,301,471.00 ",86
Splice,R,10/6/09,Horror,English,"$26,000,000.00 ",-,104
The Paramedic,T,2/7/82,Comedy,Status,Original,-,110
Frivolous Lola,A,6/1/98,Comedy,Released,Language,-,105
12 Years a Slave,R,12/19/13,Drama,English,"$20,000,000.00 ","$187,000,000.00 ",134
Scorpio Nights 3,R-18,7/28/22,Thriller,Tagalog,-,-,112
The Worst Person in the World,R21,2/24/22,Drama,menneske,Released,"$11,800,000.00 ",128
Nutty Professor II: The Klumps,PG-13,7/27/00,Fantasy,English,"$84,000,000.00 ","$123,307,945.00 ",106
mother!,NC16,9/14/17,Drama,English,"$30,000,000.00 ","$44,516,999.00 ",121
Turbo,PG,8/1/13,Animation,English,"$135,000,000.00 ","$282,570,682.00 ",96
The Taming of the Scoundrel,6,12/20/80,Comedy,domato,Released,-,104
Gone Mom: The Disappearance of Jennifer Dulos,14,6/5/21,TV Movie,English,-,-,88
Father There Is Only One 2,APTA,7/29/20,Comedy,hay,que,"$14,871,307.00 ",96
Secret Society of Second Born Royals,PG,9/25/20,Action,English,-,-,97
Zoolander 2,PG-13,3/3/16,Comedy,English,"$50,000,000.00 ","$56,722,693.00 ",100
Hilda and the Mountain King,PG,12/30/21,Animation,English,-,-,84
xXx: State of the Union,PG-13,4/28/05,Action,English,"$60,000,000.00 ","$71,073,932.00 ",101
Devil of Rape,III,10/28/92,Horror,Released,Language,-,92
Zodiac,NC-16,5/31/07,Crime,English,"$65,000,000.00 ","$84,785,914.00 ",157
Jerry & Marge Go Large,PG-13,6/15/22,Comedy,English,-,-,96
Cheaper by the Dozen,PG,3/18/22,Family,English,-,-,107
Dora and the Lost City of Gold,PG,8/29/19,Adventure,English,"$49,000,000.00 ","$119,682,635.00 ",102
The Bourne Identity,15,9/12/02,Action,English,"$60,000,000.00 ","$214,034,224.00 ",119
A Knight's Tale,PG-13,9/27/01,Adventure,English,"$65,000,000.00 ","$117,487,473.00 ",132
Love to Kill,,11/18/93,Drama,Released,Language,-,87
Barbie Mariposa & the Fairy Princess,G,8/27/13,Animation,English,-,-,75
Jaws 3-D,PG,7/22/83,Thriller,English,"$20,500,000.00 ","$87,987,055.00 ",99
Maybe We Broke Up,12,2/8/23,Romance,헤어졌는지,Status,-,103
South Park: Bigger  Longer & Uncut,R,6/30/99,Animation,English,"$21,000,000.00 ","$83,137,603.00 ",81
Crazy Rich Asians,PG-13,8/15/18,Comedy,English,"$30,000,000.00 ","$238,539,198.00 ",121
Assassin's Creed,12A,1/1/17,Action,English,"$125,000,000.00 ","$240,697,856.00 ",115
13 Assassins,15,5/6/11,Adventure,Released,Language,"$17,555,141.00 ",141
The Sorcerer's Apprentice,PG,7/13/10,Fantasy,English,"$150,000,000.00 ","$215,283,742.00 ",109
I Feel Pretty,PG-13,4/20/18,Comedy,English,"$32,000,000.00 ","$94,539,426.00 ",111
Blue Lagoon: The Awakening,PG-13,6/16/12,Drama,English,-,-,85
Yes Day,PG,3/12/21,Comedy,English,-,-,86
The Holiday,PG-13,12/8/06,Comedy,English,"$85,000,000.00 ","$194,168,700.00 ",136
Leap Year,PG,2/26/10,Romance,English,"$19,000,000.00 ","$32,686,500.00 ",100
The Road,R,11/25/09,Adventure,English,"$32,000,000.00 ","$27,635,305.00 ",111
Mad Max 2,M,12/24/81,Adventure,English,"$2,000,000.00 ","$24,600,832.00 ",96
Santa vs Reyes,7,11/18/22,Comedy,Santa,Released,-,106
Odd Thomas,PG-13,2/24/14,Mystery,English,"$27,000,000.00 ",-,100
The Mule,M18,1/10/19,Crime,English,"$50,000,000.00 ","$174,804,407.00 ",116
The Bob's Burgers Movie,PG-13,5/27/22,Animation,English,"$38,000,000.00 ","$34,032,606.00 ",102
Back to the Future Part III,PG,5/25/90,Adventure,English,"$40,000,000.00 ","$244,527,583.00 ",119
Starship Troopers,R,11/20/97,Adventure,English,"$105,000,000.00 ","$121,214,377.00 ",129
A History of Violence,R,9/23/05,Drama,English,"$32,000,000.00 ","$60,740,827.00 ",96
Eva,R-18,12/24/21,Drama,Tagalog,-,-,95
The Fearway,NR,2/7/23,Horror,English,-,-,
Secretary,R,9/20/02,Comedy,English,"$4,000,000.00 ","$9,304,609.00 ",104
Scared Shrekless,PG,10/28/10,Animation,English,-,-,
The Babysitters,R,5/9/08,Drama,English,-,"$44,852.00 ",88
What We Leave Behind,PG,9/23/22,Documentary,English,-,-,71
The Secret Life of Walter Mitty,PG,12/25/13,Adventure,English,"$90,000,000.00 ","$188,133,322.00 ",114
Cold Pursuit,R,2/21/19,Action,English,"$60,000,000.00 ","$76,419,755.00 ",119
Young Mother: The Original,청소년관람불가,6/23/16,Drama,디,Status,-,85
The Platform,R21,3/20/20,Drama,Status,Original,-,95
Hardcore Henry,R,4/6/16,Action,English,"$2,000,000.00 ","$14,333,790.00 ",96
DodgeBall: A True Underdog Story,PG-13,6/18/04,Comedy,English,"$20,000,000.00 ","$167,722,310.00 ",92
Where the Wild Things Are,PG,10/16/09,Family,English,"$100,000,000.00 ","$100,140,916.00 ",101
Tombstone,R,12/25/93,Western,English,"$25,000,000.00 ","$56,505,065.00 ",130
Parker,R,2/14/13,Action,English,"$35,000,000.00 ","$46,216,641.00 ",118
Brick Mansions,PG-13,4/23/14,Action,English,"$28,000,000.00 ","$68,896,829.00 ",90
Celebrity Sex Tape,NR,2/2/12,Comedy,English,-,-,87
Bad Sister,PG-13,8/24/15,Thriller,English,-,-,85
Justice League vs. Teen Titans,PG-13,3/26/16,Science Fiction,English,-,-,78
Dragon Ball Z: The Fall of Men,,10/13/15,Action,English,"$9,662.00 ",-,
Rurouni Kenshin Part I: Origins,PG-13,8/25/12,Adventure,Released,Language,"$61,700,000.00 ",134
Dangerous,R,11/5/21,Action,English,-,-,99
The Mountain Between Us,PG-13,10/26/17,Romance,English,"$35,000,000.00 ","$62,832,209.00 ",109
Dogtooth,16,10/22/09,Drama,Released,Language,"$110,197.00 ",98
1408,PG,8/30/07,Horror,English,"$25,000,000.00 ","$132,963,417.00 ",104
Harley Quinn: A Very Problematic Valentine's Day Special,,2/9/23,Animation,English,-,-,
Beyond Infinity: Buzz and the Journey to Lightyear,PG,6/10/22,Documentary,English,-,-,
Wallace & Gromit: The Curse of the Were-Rabbit,G,10/7/05,Adventure,English,"$30,000,000.00 ","$192,610,372.00 ",85
Peppermint,R,9/7/18,Action,English,"$25,000,000.00 ","$53,918,723.00 ",102
Paranormal Activity: The Marked Ones,R,1/1/14,Horror,English,"$5,000,000.00 ","$86,362,372.00 ",84
Uncut Gems,NC16,1/31/20,Drama,English,"$19,000,000.00 ","$50,020,902.00 ",136
Naruto: Ninja Clash in the Land of Snow,PG-13,8/21/04,Comedy,大活劇!,Status,"$17,400,000.00 ",82
The Exorcism of Carmen Farias,18+,5/5/21,Horror,de,Farías,"$1,474,579.00 ",93
Batman: The Dark Knight Returns  Part 1,PG-13,9/25/12,Science Fiction,English,"$3,500,000.00 ",-,76
Prospect,R,11/2/18,Science Fiction,English,-,-,98
The Experiment,R,7/15/10,Thriller,English,"$21,800,000.00 ",-,96
When Love Is Lust,18,1/1/73,Comedy,e,Status,-,93
The Wild,G,4/27/06,Family,English,"$80,000,000.00 ","$102,338,515.00 ",95
Ride or Die,R,4/15/21,Drama,Released,Language,-,142
Return of the Jedi,PG,5/25/83,Adventure,English,"$32,350,000.00 ","$572,700,000.00 ",135
Batman: The Dark Knight Returns  Part 2,PG-13,1/29/13,Science Fiction,English,"$3,500,000.00 ",-,78
5 Centimeters per Second,PG,3/3/07,Animation,Released,Language,-,62
Twins,PG,12/9/88,Comedy,English,"$15,000,000.00 ","$216,614,388.00 ",107
Rumble in the Bronx,R,1/21/95,Crime,Released,Language,"$32,392,047.00 ",104
Mickey and Minnie Wish Upon a Christmas,G,12/2/21,Animation,English,-,-,
Nobody Sleeps in the Woods Tonight,18,3/13/20,Horror,dziś,zaśnie,-,102
Spy,R,6/5/15,Action,English,"$65,000,000.00 ","$235,666,219.00 ",
Rick and Morty: Summer's Sleepover,NC-17,10/31/22,Animation,English,-,-,
Barbie and the Diamond Castle,G,9/9/08,Animation,English,-,-,78
Once Upon a Time in America,R,6/1/84,Drama,English,"$30,000,000.00 ","$5,472,914.00 ",229
My Sex Doll,Mono Originals,10/30/20,Comedy,Status,Original,-,98
Meg 2: The Trench,,8/4/23,Science Fiction,Language,Budget,-,
CHiPS,R,3/24/17,Action,English,"$25,000,000.00 ","$26,800,152.00 ",100
Memories of Murder,15,5/2/03,Crime,Status,Original,"$26,000,000.00 ",131
Caligula,R,2/1/80,Drama,Released,Language,"$23,438,120.00 ",156
Thunder Force,NC16,4/9/21,Action,English,-,-,107
Fire Island,R,6/3/22,Comedy,English,-,-,106
Chunin Exam on Fire! and Naruto vs. Konohamaru!,,7/30/11,Animation,Status,Original,-,
Free Willy,PG,7/16/93,Family,English,"$20,000,000.00 ","$153,698,625.00 ",112
What a Father!,,2/9/22,Comedy,Status,Original,-,99
Neighbors,R,5/8/14,Comedy,English,"$18,000,000.00 ","$270,665,134.00 ",97
Paranormal Activity 3,R,10/20/11,Horror,English,"$5,000,000.00 ","$207,039,844.00 ",94
Oz the Great and Powerful,PG,3/7/13,Fantasy,English,"$200,000,000.00 ","$491,868,548.00 ",130
The Adventures of Tintin,PG,11/10/11,Adventure,English,"$130,000,000.00 ","$371,940,071.00 ",107
Robin Hood,PG13,11/22/18,Adventure,English,"$100,000,000.00 ","$86,493,046.00 ",116
The Real Black Panther,12,2/20/20,Documentary,English,-,-,
The Scorpion King: Book of Souls,PG-13,10/23/18,Action,English,-,-,102
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,PG-13,12/22/02,Action,Status,Original,-,100
Doctor Dolittle,PG-13,6/26/98,Comedy,English,"$71,000,000.00 ","$294,456,605.00 ",85
Inuyasha the Movie: Affections Touching Across Time,PG-13,12/15/01,Action,Status,Original,-,99
London Fields,R,9/20/18,Crime,English,"$8,000,000.00 ","$487,420.00 ",118
Sex & the Single Mom,NR,9/8/03,Drama,English,-,-,89
Dragon Wars: D-War,12,8/1/07,Fantasy,Status,Original,"$75,108,998.00 ",90
Extinct,G,11/19/21,Animation,English,-,-,85
Dragonball Evolution,PG,4/8/09,Action,English,"$30,000,000.00 ","$58,228,460.00 ",85
The Foreigner,R,9/30/17,Action,English,"$35,000,000.00 ","$145,374,099.00 ",113
Bound,R,10/4/96,Drama,English,"$4,500,000.00 ","$7,011,317.00 ",105
Diary of a Wimpy Kid,PG,3/19/10,Comedy,English,"$15,000,000.00 ","$76,196,538.00 ",92
The Jack in the Box,18,11/9/19,Horror,English,-,"$1,035,734.00 ",87
Mars Attacks!,PG-13,12/12/96,Comedy,English,"$70,000,000.00 ","$101,371,017.00 ",106
Beating Sun,,2/8/23,Drama,le,frappe,-,85
Midnight,15,6/30/21,Thriller,Released,Language,-,103
Kill Bill: Vol. 2,R,4/22/04,Action,English,"$30,000,000.00 ","$152,159,461.00 ",136
Magic Mike XXL,R,7/1/15,Comedy,English,"$14,800,000.00 ","$117,813,057.00 ",115
Confessions of a Shopaholic,PG,2/5/09,Comedy,English,"$40,000,000.00 ","$108,332,743.00 ",104
Spectral,PG-13,12/9/16,Science Fiction,English,"$70,000,000.00 ",-,109
The Seventh Day,R,3/26/21,Horror,English,-,-,87
His House,NC16,10/30/20,Horror,English,-,-,93
Cherry,R,2/26/21,Drama,English,"$40,000,000.00 ",-,140
Nausicaä of the Valley of the Wind,PG,3/11/84,Adventure,Released,Language,"$3,301,446.00 ",117
Samson and Delilah,NR,12/21/49,Drama,English,"$3,000,000.00 ","$11,500,000.00 ",134
A Nightmare on Elm Street,R,4/30/10,Horror,English,"$35,000,000.00 ","$115,664,037.00 ",95
Hummingbird,R,5/9/13,Action,English,"$20,000,000.00 ","$8,352,885.00 ",100
The Other Guys,PG-13,8/6/10,Comedy,English,"$100,000,000.00 ","$170,432,927.00 ",107
Aquaslash,18,6/23/20,Horror,English,-,-,72
Chinatown,R,6/20/74,Crime,English,"$6,000,000.00 ","$30,000,000.00 ",130
Freaky Friday,PG,8/6/03,Comedy,English,"$26,000,000.00 ","$160,846,332.00 ",97
Hook,PG,12/11/91,Adventure,English,"$70,000,000.00 ","$300,855,000.00 ",142
The Pirates: The Last Royal Treasure,PG13,3/2/22,Action,깃발,Released,"$10,247,262.00 ",126
21 Bridges,NC16,11/21/19,Crime,English,"$33,000,000.00 ","$49,939,757.00 ",99
Dumbo,PG,3/28/19,Family,English,"$170,000,000.00 ","$215,832,199.00 ",112
Young Mother-in-Law,,3/9/18,Romance,Released,Language,-,81
Idol Sex: LA Korean Women,,6/18/20,Romance,LA,Status,-,65
Marcel the Shell with Shoes On,PG,6/24/22,Animation,English,-,"$6,000,000.00 ",90
Primal Fear,R,4/3/96,Crime,English,"$30,000,000.00 ","$102,616,183.00 ",129
Gone in Sixty Seconds,PG-13,6/9/00,Action,English,"$90,000,000.00 ","$237,202,299.00 ",118
Coyote Ugly,PG-13,7/30/00,Comedy,English,"$45,000,000.00 ","$113,916,474.00 ",100
Not Okay,M18,7/29/22,Comedy,English,-,-,100
Far from the Tree,G,11/24/21,Animation,English,-,-,
The Mermaid,R,2/8/16,Comedy,Released,Language,"$553,810,228.00 ",93
No Good Deed,PG-13,9/12/14,Crime,English,"$13,200,000.00 ","$53,830,415.00 ",83
See How They Run,PG13,9/29/22,Mystery,English,"$40,000,000.00 ","$21,921,551.00 ",98
Don't Blame the Kid,12,5/13/16,Comedy,tiene,niño?,-,113
Cleopatra,G,5/28/13,Drama,English,"$44,000,000.00 ","$71,000,000.00 ",248
Mad Max,R18+,4/12/79,Adventure,English,"$300,000.00 ","$8,771,757.00 ",91
Fear Street: 1666,R21,7/16/21,Mystery,English,-,-,114
On the Third Day,16,12/4/20,Horror,día,Released,-,85
Three Christs,R,1/10/20,Drama,English,-,-,117
Pornocracy: The New Sex Multinationals,16,1/18/17,Documentary,nouvelles,du,-,77
Lemony Snicket's A Series of Unfortunate Events,PG,3/3/05,Adventure,English,"$140,000,000.00 ","$209,073,645.00 ",108
Last Shoot Out,PG-13,12/3/21,Western,English,-,-,86
All Hallows' Eve,R,10/29/13,Horror,English,-,-,82
Valiant Hearts,U,5/11/22,Drama,Status,Original,-,92
Happy Death Day,PG-13,10/13/17,Horror,English,"$4,800,000.00 ","$125,479,266.00 ",97
Hello  Goodbye  and Everything in Between,PG-13,7/6/22,Romance,English,-,-,83
Downton Abbey: A New Era,PG13,4/28/22,Drama,English,"$40,000,000.00 ","$88,000,000.00 ",125
Catch the Bullet,R,9/10/21,Western,English,-,-,89
Princes of the Desert,,2/8/23,Adventure,Téhu ,du,-,105
Prison Break: The Final Break,15,7/21/09,Action,English,-,-,89
The Pacifier,PG,3/4/05,Comedy,English,"$56,000,000.00 ","$198,636,868.00 ",95
Sitio Diablo,R-18,8/26/22,Action,Tagalog,-,-,98
Unbroken,PG-13,2/4/15,Drama,English,"$65,000,000.00 ","$163,442,937.00 ",137
Con Air,R,6/19/97,Action,English,"$75,000,000.00 ","$224,012,234.00 ",116
The People We Hate at the Wedding,M18,11/18/22,Comedy,English,-,-,99
The Happening,R,6/13/08,Thriller,English,"$60,000,000.00 ","$163,403,799.00 ",91
Pitch Perfect,PG-13,11/8/12,Comedy,English,"$17,000,000.00 ","$115,400,000.00 ",112
College Girls' Massage Parlor,19+,4/3/20,Drama,Status,Original,-,72
365 Days,18,2/7/20,Romance,Status,Original,"$9,458,590.00 ",116
American Beauty,R,3/2/00,Drama,English,"$15,000,000.00 ","$356,296,601.00 ",122
Fresh,R21,4/15/22,Horror,English,-,-,114
Poltergeist,PG-13,6/18/15,Horror,English,"$35,000,000.00 ","$95,437,994.00 ",93
Hostel: Part II,R,6/8/07,Horror,English,"$10,200,000.00 ","$35,728,183.00 ",93
AVP: Alien vs. Predator,PG-13,8/19/04,Adventure,English,"$70,000,000.00 ","$177,427,090.00 ",101
Tokyo Revengers,PG13,10/21/21,Action,Released,Language,-,
Look Both Ways,M18,8/17/22,Romance,English,-,-,110
The Smile of the Fox,VM14,5/22/92,Thriller,Status,Original,-,86
Cheeky,VM18,1/28/00,Comedy,Released,Language,-,91
Run & Gun,R,11/3/22,Action,English,-,-,96
The Consequences,16,9/17/21,Drama,Status,Original,-,96
All My Life,PG-13,12/4/20,Romance,English,"$25,000,000.00 ","$2,000,000.00 ",93
Horrible Bosses,R,8/4/11,Comedy,English,"$35,000,000.00 ","$209,838,559.00 ",98
The Italian Job,G,9/3/69,Action,English,"$3,000,000.00 ",-,99
Giant,NR,11/24/56,Drama,English,"$5,400,000.00 ","$32,855,818.00 ",201
The Little Mermaid,PG,8/17/18,Family,English,-,-,98
Ben-Hur,PG-13,8/18/16,Action,English,"$100,000,000.00 ","$94,061,311.00 ",125
Operation Condor,PG-13,2/7/91,Action,Released,Language,-,106
Delicious Sisters,19+,12/19/18,Romance,Released,Language,-,82
The Outlaws,18,10/3/17,Action,Released,Language,"$52,946,454.00 ",121
Sheena,PG,8/17/84,Action,English,"$25,000,000.00 ","$5,778,353.00 ",117
Cyrano,PG13,3/10/22,Drama,English,"$20,000,000.00 ","$3,000,000.00 ",124
The Scorpion King,PG-13,4/19/02,Action,English,"$60,000,000.00 ","$165,333,180.00 ",92
A Million Ways to Die in the West,R,6/11/14,Comedy,English,"$40,000,000.00 ","$86,410,000.00 ",116
Me gusta  pero me asusta,14,9/22/17,Comedy,Spanish;,Budget,"$5,549,592.00 ",100
The Voyeur,VM18,1/27/94,Drama,guarda,Released,-,90
Superman IV: The Quest for Peace,PG,7/24/87,Action,English,"$17,000,000.00 ","$19,300,000.00 ",90
Dragon Ball: Sleeping Princess in Devil's Castle,PG-13,7/18/87,Action,Status,Original,-,
Condor's Nest,R,1/27/23,Action,English,-,-,103
Sweet & Sour,15,6/4/21,Drama,Released,Language,-,101
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,,6/30/17,Action,Z:,Real,-,
Boss Level,R,3/5/21,Action,English,"$45,000,000.00 ","$2,000,000.00 ",94
Bleach the Movie: Hell Verse,PG-13,12/4/10,Action,地獄篇,Released,"$8,749,681.00 ",94
Dilwale Dulhania Le Jayenge,U,10/19/95,Comedy,ले,Status,"$100,000,000.00 ",190
Grand Isle,15,12/6/19,Thriller,English,-,"$5,566.00 ",97
Halloween,R,8/31/07,Horror,English,"$15,000,000.00 ","$80,460,948.00 ",110
Occupation: Rainfall,R,10/30/20,Science Fiction,English,"$25,000,000.00 ","$331,091.00 ",128
Skyline,PG-13,11/12/10,Science Fiction,English,"$10,000,000.00 ","$66,984,888.00 ",92
Click,PG-13,6/23/06,Comedy,English,"$82,500,000.00 ","$240,685,326.00 ",107
The Ring Two,PG-13,4/7/05,Drama,English,"$50,000,000.00 ","$161,451,538.00 ",110
Lovelace,R,8/9/13,Drama,English,"$10,000,000.00 ","$1,585,582.00 ",92
How to Be Single,R,2/11/16,Comedy,English,"$38,000,000.00 ","$112,343,513.00 ",110
The Invisible Man,M18,2/27/20,Thriller,English,"$7,000,000.00 ","$130,234,661.00 ",124
Duel,PG,4/22/83,Action,English,"$450,000.00 ",-,90
The Others,PG,12/20/01,Horror,English,"$17,000,000.00 ","$209,947,037.00 ",101
Yes  God  Yes,R,7/24/20,Drama,English,-,-,78
Last Sister Class,19+,5/1/20,Drama,Status,Original,-,73
The Bourne Legacy,PG-13,8/8/12,Action,English,"$130,000,000.00 ","$276,572,938.00 ",135
Mom's Friend,19+,8/20/15,Drama,Released,Language,-,91
The Man from Rome,12,10/21/22,Thriller,English,-,-,
Demolition Man,R,10/8/93,Crime,English,"$57,000,000.00 ","$58,055,768.00 ",115
Remains of the Wind,,2/8/23,Drama,Vento,Released,-,127
Legally Blonde 2: Red  White & Blonde,PG-13,7/2/03,Comedy,English,"$45,000,000.00 ","$124,914,842.00 ",95
Fractured,NC16,10/11/19,Thriller,English,-,-,99
Cell 211,18,11/6/09,Action,Status,Original,"$19,300,483.00 ",110
Constantine: City of Demons - The Movie,R,10/4/18,Fantasy,English,-,-,90
The Bad Seed Returns,,9/5/22,Drama,English,-,-,88
Spy Kids 2: The Island of Lost Dreams,PG,8/7/02,Action,English,"$38,000,000.00 ","$119,723,358.00 ",100
Witch Hunt,R,10/1/21,Thriller,English,-,"$56,415.00 ",92
Dragon Ball Z: Plan to Eradicate the Super Saiyans,PG,11/11/10,Action,Status,Original,-,
Sanctum,M,2/3/11,Action,English,"$30,000,000.00 ","$108,609,310.00 ",108
